Unnamed: 0,airsigmetid,timevalidfromutc,timevalidtoutc,movementdirdegrees,movementspeedknots,hazardtype,hazardseverity,airsigmettype,altitudeminft,altitudemaxft
641,33171,2013-08-19 15:45:OO+0O,2013-08-19 22:00:O0+O0,,,MTN OBSCN,,AIRMET,0.0,O
642,33172,2013-08/19 15:45:00+O0,2013-08/19 22:00:0O+OO,,,ICE,MOD,AIRMET,O,0.0
643,33175,2013/O8-19 15:55:00+O0,2013-08-19 17:55:O0+OO,200.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
644,33176,2013/08-19 16:55:00+O0,2013-08-19 15:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
645,33177,2O13-08-19 14:55:00+00,2013-08/19 15:54:59+0O,200.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
646,33178,2O13-08-19 17:55:OO+00,2013-O8-19 16:54:59+00,,,CONVECTIVE,,OUTLOOK,,
647,33179,2013-08/19 15:55:0O+0O,2013/08-19 16:54:59+00,200.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
648,33180,2013-08/19 16:55:0O+0O,2013-08-19 18:55:0O+0O,,,CONVECTIVE,NONE,SIGMET,,
649,33181,2013-08/19 18:55:00+00,2O13-08-19 22:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
650,33182,2013/O8/19 16:55:O0+00,2013/08-19 17:54:59+00,200.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
651,33183,2013-O8-19 17:55:00+O0,2O13-O8-19 19:55:00+00,280.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
652,33184,2013-08-19 19:55:00+O0,2013-08-19 23:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
653,33185,2013-O8-19 18:55:O0+00,2013-08/19 17:54:59+00,,,CONVECTIVE,,OUTLOOK,,
654,33186,2O13-08/19 18:09:O0+00,2013/O8-19 22:O0:0O+O0,,,IFR,,AIRMET,0.0,0.0
655,33187,2013-O8/19 18:10:00+00,2O13/O8/19 22:O0:00+00,,,MTN OBSCN,,AIRMET,0.0,O
656,33188,2013-08-19 18:10:OO+0O,2O13-O8-19 22:OO:00+00,,,IFR,,AIRMET,0.0,0.0
657,33189,2O13/08/19 18:O9:O0+00,2013-08-19 22:00:00+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
658,33190,2013-O8-19 17:55:00+O0,2O13-08/19 18:54:59+O0,280.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
659,33191,2013-O8/19 19:55:0O+00,2O13/08/19 18:54:59+00,,,CONVECTIVE,,OUTLOOK,,
660,33192,2013-08-19 18:55:O0+O0,2013-08/19 20:55:00+0O,180.0,20.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
661,33193,2O13-08/19 2O:55:OO+O0,2013-08-2O 0O:55:00+00,,,CONVECTIVE,,OUTLOOK,,
662,33195,2013-08-19 19:21:0O+00,2013-08/19 22:00:O0+0O,,,IFR,,AIRMET,O,0.0
663,33196,2O13-08/19 18:55:OO+0O,2013/O8-19 19:54:59+0O,280.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
664,33267,2013-08/20 03:45:O0+00,2013-08-20 09:44:59+0O,,,IFR,,AIRMET,O,O
665,33197,2O13-08-19 20:55:0O+00,2O13-O8-19 19:54:59+00,,,CONVECTIVE,,OUTLOOK,,
666,33198,2013-08-19 19:55:00+O0,2O13-08-19 21:55:00+0O,,,CONVECTIVE,NONE,SIGMET,,
667,33199,2013/O8-19 21:55:O0+O0,2013-08-2O 01:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
668,33200,2O13-08-19 21:55:00+00,2013/08/19 20:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
669,33201,2013-O8/19 19:55:O0+0O,2013/08-19 20:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
670,33202,2013-O8/19 22:55:O0+OO,2O13-08-20 02:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
671,33203,2013-08-19 2O:55:00+0O,2O13-O8-19 22:55:00+0O,180.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
672,33204,2013/O8-19 15:45:0O+00,2O13/O8-19 21:44:59+O0,,,TURB,MOD,AIRMET,0.0,0.0
673,33205,2O13-08/19 21:45:00+00,2013-O8-2O 04:0O:00+O0,,,TURB,MOD,AIRMET,0.0,0.0
674,33206,2O13-O8-19 15:45:00+OO,2013-O8-19 21:44:59+OO,,,ICE,MOD,AIRMET,O,O
675,33207,2O13-08-19 15:45:O0+00,2013-08-19 21:44:59+O0,,,IFR,,AIRMET,O,O
676,33208,2O13-08-19 15:45:00+O0,2013-08-19 21:44:59+0O,,,MTN OBSCN,,AIRMET,O,0.0
677,33209,2013-O8-19 21:45:0O+00,2013-08/20 O4:O0:0O+O0,,,ICE,MOD,AIRMET,0.0,0.0
678,33210,2O13-08-19 21:45:O0+OO,2013/08/20 04:00:OO+O0,,,IFR,,AIRMET,0.0,0.0
679,33211,2O13-08-19 21:45:0O+00,2013-08/20 O4:00:0O+O0,,,MTN OBSCN,,AIRMET,O,0.0
680,33212,2013-08-19 21:45:0O+O0,2013/08-20 03:45:00+00,,,MTN OBSCN,,AIRMET,O,0.0
681,33213,2013-08-19 19:21:O0+O0,2013-O8-19 21:44:59+0O,,,MTN OBSCN,,AIRMET,O,0.0
682,33214,2O13/08-19 19:21:OO+00,2013-08-19 21:44:59+0O,,,IFR,,AIRMET,0.0,0.0
683,33216,2013-O8-19 21:55:00+O0,2013-08-19 23:55:00+O0,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
684,33217,2O13/08-19 2O:55:00+O0,2013-08-19 21:54:59+O0,,,CONVECTIVE,NONE,SIGMET,,
685,33218,2013/O8-19 22:55:00+00,2013-08-19 21:54:59+00,,,CONVECTIVE,,OUTLOOK,,
686,33219,2013-08/19 23:55:00+00,2O13-O8-19 22:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
687,33220,2013-O8/19 21:55:00+00,2O13-08-19 22:54:59+00,,,CONVECTIVE,LT/MOD,SIGMET,O,O
688,33221,2013-O8/20 00:55:00+00,2013/08-20 04:55:00+00,,,CONVECTIVE,,OUTLOOK,,
689,33222,2013-08-19 22:55:O0+O0,2013-O8-20 00:55:00+00,,,CONVECTIVE,NONE,SIGMET,,
690,33223,2013-08/20 O0:55:00+0O,2O13-08/19 23:54:59+00,,,CONVECTIVE,,OUTLOOK,,
691,33224,2013-08-19 22:55:00+00,2O13/O8-19 23:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
692,33225,2013/08/20 O1:55:O0+O0,2013-O8-2O 05:55:00+00,,,CONVECTIVE,,OUTLOOK,,
693,33226,2013/08-19 23:55:OO+00,2013/08-20 01:55:0O+O0,,,CONVECTIVE,NONE,SIGMET,,
694,33227,2O13/08-20 01:55:00+O0,2013-O8-20 00:54:59+00,,,CONVECTIVE,,OUTLOOK,,
695,33228,2013-08-19 23:55:00+00,2013/08/20 00:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
696,33229,2O13-08-20 02:55:00+00,2013-08-2O O6:55:00+00,,,CONVECTIVE,,OUTLOOK,,
697,33230,2013-O8-2O 00:55:00+O0,2013-O8-20 O2:55:00+00,,,CONVECTIVE,NONE,SIGMET,,
698,33231,2O13-O8/2O 0O:52:O0+OO,2O13-O8/2O 04:00:0O+00,,,MTN OBSCN,,AIRMET,0.0,0.0
699,33232,2013-O8-20 00:52:00+OO,2013-08-20 04:O0:OO+O0,,,IFR,,AIRMET,0.0,0.0
700,33233,2013-08/20 00:59:0O+0O,2013/O8-2O 04:0O:0O+00,,,MTN OBSCN,,AIRMET,0.0,0.0
701,33234,2O13-O8-2O 00:59:0O+O0,2O13/O8/20 04:0O:00+OO,,,IFR,,AIRMET,0.0,0.0
702,33268,2O13-08-20 07:44:0O+O0,2013/08-20 09:44:59+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
703,33235,2013-O8-20 01:55:O0+00,2013/08/20 03:55:00+00,,,CONVECTIVE,LT/MOD,SIGMET,0.0,O
704,33236,2013/08-20 03:55:0O+00,2O13-08-2O O7:55:0O+O0,,,CONVECTIVE,,OUTLOOK,,
705,33237,2013-08-20 O2:55:0O+00,2013-O8-20 O1:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
706,33238,2013/O8/20 00:55:00+OO,2013-08/20 01:54:59+00,,,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
707,33239,2O13-08-2O O1:55:O0+0O,2013-08-20 02:54:59+00,,,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
708,33240,2013-O8-20 O3:55:00+00,2O13-O8-2O 02:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
709,33241,2013-08-20 04:55:00+O0,2013/08/20 08:55:00+00,,,CONVECTIVE,,OUTLOOK,,
710,33242,2O13-08-20 02:55:OO+00,2013-08/20 04:55:OO+0O,180.0,10.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
711,33243,2013-08-19 21:45:00+OO,2O13-08/20 03:44:59+00,,,TURB,MOD,AIRMET,0.0,0.0
712,33244,2013-O8-20 03:45:O0+OO,2O13/O8-2O 1O:OO:0O+0O,,,TURB,MOD,AIRMET,0.0,0.0
713,33245,2O13-08-20 O3:45:0O+0O,2013-08-20 1O:00:0O+00,,,IFR,,AIRMET,0.0,0.0
714,33246,2013-08-2O 03:45:00+00,2013-08-2O 1O:00:00+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
715,33247,2013-08-20 03:45:O0+00,2013-08-2O 1O:00:0O+0O,,,ICE,MOD,AIRMET,O,O
716,33248,2O13-08/20 03:45:0O+0O,2O13-08-20 09:45:0O+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
717,33265,2013-08/20 03:45:00+O0,2013-08-20 O9:44:59+O0,,,ICE,MOD,AIRMET,0.0,0.0
718,33249,2O13-08-20 03:55:00+00,2013-O8-2O 05:55:OO+OO,320.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
719,33250,2O13-O8-20 O5:55:00+O0,2013-O8/20 O9:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
720,33251,2013-08-20 04:55:OO+00,2O13/08-2O 06:55:OO+0O,110.0,15.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
721,33252,2013-08/2O O6:55:00+00,2013-08-20 10:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
722,33253,2013/08-20 05:55:0O+00,2013-O8-20 07:55:00+0O,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
723,33254,2013/08-20 07:55:00+O0,2013-08/20 11:55:OO+O0,,,CONVECTIVE,,OUTLOOK,,
724,33255,2013/O8/2O 06:55:00+00,2O13-08-20 O8:55:00+00,100.0,25.0,CONVECTIVE,LT/MOD,SIGMET,O,O
725,33256,2013-08-20 08:55:OO+00,2O13/08-20 12:55:00+00,,,CONVECTIVE,,OUTLOOK,,
726,33257,2013-O8/2O O7:44:O0+O0,2013-O8/20 1O:OO:00+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
727,33258,2O13-O8-2O 07:44:O0+0O,2O13/08/2O 1O:O0:00+00,,,IFR,,AIRMET,O,0.0
728,33259,2013-O8-20 O7:55:00+OO,2013-08/2O 09:55:00+OO,110.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
729,33260,2013/O8-20 09:55:O0+00,2013-O8-20 13:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
730,33261,2013/08-20 10:55:O0+00,2013-08-20 14:55:O0+0O,,,CONVECTIVE,,OUTLOOK,,
731,33262,2O13-08-20 O8:55:0O+OO,2013-08/20 10:55:O0+0O,330.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
732,33263,2013-08-2O O3:45:00+OO,2013-08-2O 09:44:59+O0,,,TURB,MOD,AIRMET,O,O
733,33269,2013-08-20 07:44:O0+O0,2013-08/20 09:44:59+OO,,,IFR,,AIRMET,O,O
734,33270,2013-O8-20 09:45:00+0O,2013/08-20 15:45:O0+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
735,33271,2013-08-20 09:45:0O+0O,2013-08/2O 16:00:00+0O,,,IFR,,AIRMET,0.0,0.0
736,33272,2013-O8-2O 09:45:00+O0,2013-08-2O 16:00:00+00,,,MTN OBSCN,,AIRMET,O,0.0
737,33273,2013-O8-20 O9:55:O0+0O,2013-08-2O 11:55:00+00,130.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
738,33274,2O13-08/20 11:55:O0+00,2O13-08/20 15:55:OO+0O,,,CONVECTIVE,,OUTLOOK,,
739,33275,2013-08-20 10:24:00+00,2013-08-20 16:00:00+00,,,IFR,,AIRMET,0.0,0.0
740,33276,2013-08-2O 1O:24:O0+OO,2O13-08-20 16:00:0O+0O,,,MTN OBSCN,,AIRMET,0.0,O
741,33277,2013-O8-20 12:55:00+0O,2013-O8-2O 16:55:00+00,,,CONVECTIVE,,OUTLOOK,,
742,33278,2013/08-20 10:55:O0+00,2O13-08-20 12:55:0O+00,130.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
743,33279,2O13-08-20 12:55:0O+O0,2013-08/20 11:54:59+00,,,CONVECTIVE,,OUTLOOK,,
744,33280,2013/08/20 10:55:O0+0O,2013-08/2O 11:54:59+OO,130.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
745,33294,2013/08-20 15:55:O0+00,2013/08/2O 14:54:59+OO,,,CONVECTIVE,,OUTLOOK,,
746,33281,2013-08-20 13:55:00+00,2013/O8-2O 17:55:00+00,,,CONVECTIVE,,OUTLOOK,,
747,33282,2013/08/20 11:55:00+00,2O13-08-2O 13:55:00+0O,170.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
748,33283,2013-08/2O 14:55:00+00,2013-08-2O 18:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
749,33284,2013/08-20 12:55:O0+00,2013/08-2O 14:55:00+00,100.0,20.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
750,33285,2O13-08-20 13:17:O0+00,2013/O8-20 16:00:OO+0O,,,IFR,,AIRMET,O,0.0
751,33286,2013-08/20 13:17:00+O0,2013/08-20 16:O0:0O+O0,,,MTN OBSCN,,AIRMET,O,0.0
752,33287,2013-O8-20 14:55:00+0O,2O13-08-20 13:54:59+00,,,CONVECTIVE,,OUTLOOK,,
753,33288,2O13/08-20 12:55:00+00,2013-08/2O 13:54:59+O0,100.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
754,33289,2013-O8-20 13:55:O0+O0,2013-08-2O 15:55:O0+O0,110.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
755,33290,2013-08-2O 15:55:00+O0,2013-O8-2O 19:55:00+00,,,CONVECTIVE,,OUTLOOK,,
756,33291,2O13-08/20 14:55:00+0O,2O13/08/20 16:55:00+00,110.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
757,33292,2013-08-20 16:55:00+00,2O13-08/2O 20:55:00+00,,,CONVECTIVE,,OUTLOOK,,
758,33293,2013-08-20 13:55:O0+00,2O13/O8-2O 14:54:59+O0,110.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
759,33321,2013-O8-20 22:55:0O+0O,2013-08/21 02:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
760,33296,2013-08/20 15:45:O0+O0,2013-08/2O 22:00:00+0O,,,ICE,MOD,AIRMET,0.0,O
761,33297,2O13/O8-20 15:45:0O+O0,2013-08-20 21:45:OO+00,,,TURB,,AIRMET,O,O
762,33298,2013-08-20 15:45:O0+0O,2O13-08-20 22:O0:OO+00,,,IFR,,AIRMET,0.0,0.0
763,33299,2O13/08/20 15:45:00+00,2013/08-20 22:O0:00+00,,,MTN OBSCN,,AIRMET,O,O
764,33300,2013-O8-20 15:55:00+00,2013/08-20 17:55:OO+0O,110.0,15.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
765,33301,2O13-08-20 17:55:0O+0O,2013-08-2O 21:55:00+00,,,CONVECTIVE,,OUTLOOK,,
766,33302,2013-08-20 14:55:0O+00,2O13/08-2O 15:54:59+00,110.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
767,33303,2O13/08-2O 16:55:O0+00,2013-08-20 15:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
768,33304,2O13/08-20 16:55:0O+00,2013-O8/20 18:55:0O+00,100.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
769,33305,2013-08-2O 18:55:OO+O0,2O13/08/20 22:55:00+00,,,CONVECTIVE,,OUTLOOK,,
770,33306,2O13/08-2O 16:55:00+00,2O13-08/2O 17:54:59+O0,100.0,20.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
771,33322,2O13-08/2O 2O:55:00+00,2013-08-2O 22:55:00+00,110.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
772,33307,2013-O8/20 18:55:O0+OO,2013-O8/20 17:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
773,33308,2013-08-2O 19:55:00+00,2013/O8-2O 23:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
774,33309,2O13/08-2O 17:55:00+00,2O13-O8-2O 19:55:0O+O0,100.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
775,33310,2013-O8/20 19:55:00+00,2O13-08-20 18:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
776,33311,2O13-O8/2O 17:55:0O+O0,2O13/08/20 18:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
777,33312,2013-08-20 20:55:00+O0,2013-08-21 0O:55:00+00,,,CONVECTIVE,,OUTLOOK,,
778,33313,2013-O8-2O 18:55:00+0O,2013-08-20 20:55:00+00,,,CONVECTIVE,NONE,SIGMET,,
779,33314,2013-O8-2O 18:38:00+00,2013/08/2O 22:0O:O0+00,,,IFR,,AIRMET,O,O
780,33315,2O13-08/2O 18:38:0O+0O,2O13/08-20 22:00:00+00,,,MTN OBSCN,,AIRMET,0.0,0.0
781,33316,2013-08-20 20:55:O0+OO,2013-08-20 19:54:59+00,,,CONVECTIVE,,OUTLOOK,,
782,33317,2013-08/20 18:55:00+O0,2O13-08-20 19:54:59+0O,,,CONVECTIVE,NONE,SIGMET,,
783,33318,2013/O8-2O 21:55:OO+O0,2013-08/21 01:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
784,33319,2O13-08/2O 19:55:0O+O0,2O13-08/20 21:55:0O+O0,100.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
785,33320,2013/08-20 19:55:00+00,2O13-O8/2O 2O:54:59+0O,,,CONVECTIVE,NONE,SIGMET,,
786,33341,2O13-08-21 O1:55:0O+O0,2013-O8/21 05:55:00+00,,,CONVECTIVE,,OUTLOOK,,
787,33323,2013/08-20 21:55:O0+00,2O13-O8/20 2O:54:59+00,,,CONVECTIVE,,OUTLOOK,,
788,33324,2013-08-20 21:45:00+00,2013/O8-21 04:0O:00+00,,,TURB,,AIRMET,O,0.0
789,33325,2013-O8-20 21:45:O0+00,2O13-08-21 O4:00:0O+00,,,ICE,MOD,AIRMET,0.0,O
790,33326,2013-08/2O 15:45:00+00,2O13-O8-20 21:44:59+00,,,ICE,MOD,AIRMET,O,O
791,33327,2013-O8-20 18:38:00+O0,2013-08-20 21:44:59+00,,,IFR,,AIRMET,O,O
792,33328,2013/08-20 18:38:O0+00,2013/08-20 21:44:59+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
793,33329,2013-O8-20 21:45:00+00,2013-08-21 O4:0O:00+O0,,,IFR,,AIRMET,O,0.0
794,33330,2013-O8-20 21:45:00+0O,2013-08-21 04:0O:0O+O0,,,MTN OBSCN,,AIRMET,0.0,O
795,33331,2013/08-20 21:45:O0+00,2013/O8/21 03:45:0O+00,,,MTN OBSCN,,AIRMET,0.0,0.0
796,33332,2O13/08/20 15:45:0O+0O,2013/O8-20 21:44:59+00,,,IFR,,AIRMET,0.0,O
797,33333,2013-08/2O 15:45:O0+O0,2013-08-2O 21:44:59+OO,,,MTN OBSCN,,AIRMET,O,0.0
798,33334,2013-O8-20 22:55:0O+O0,2O13-O8-20 21:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
799,33335,2013-08-20 20:55:00+00,2013-08-20 21:54:59+00,110.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
800,33336,2013-08-2O 21:55:OO+OO,2013-O8/20 23:55:0O+O0,110.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
801,33337,2O13/O8-20 23:55:00+0O,2013-08-21 03:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
802,33338,2O13/08-2O 22:55:00+00,2013-08-21 0O:55:O0+0O,130.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
803,33358,2013-O8-2O 21:45:00+00,2O13-O8-21 O3:44:59+00,,,IFR,,AIRMET,O,0.0
804,33339,2013/08-21 00:55:0O+00,2013-08-21 04:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
805,33340,2013-08-20 23:55:O0+O0,2013-O8-21 01:55:00+0O,,,CONVECTIVE,NONE,SIGMET,,
806,33342,2013/08/2O 22:55:00+0O,2013-O8/20 23:54:59+00,130.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
807,33343,2O13/O8-21 O0:55:00+00,2O13-O8/2O 23:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
808,33344,2O13-08-21 00:23:00+0O,2O13-O8-21 04:00:O0+O0,,,MTN OBSCN,,AIRMET,0.0,O
809,33345,2013-08-2O 23:55:00+OO,2013/O8/21 O0:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
810,33346,2013-08-21 01:55:00+0O,2013-08/21 0O:54:59+00,,,CONVECTIVE,,OUTLOOK,,
811,33347,2013-O8-21 00:55:00+OO,2O13-08/21 02:55:O0+OO,180.0,10.0,CONVECTIVE,LT-MOD,SIGMET,O,O
812,33348,2013-O8-21 02:55:00+00,2O13-O8/21 06:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
813,33349,2013-08/21 01:55:00+00,2013-08/21 03:55:0O+00,180.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
814,33350,2013-O8-21 03:55:00+O0,2013-08/21 07:55:O0+0O,,,CONVECTIVE,,OUTLOOK,,
815,33351,2013-08-21 01:55:00+0O,2013/08-21 02:54:59+00,180.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
816,33352,2O13/08-21 03:55:0O+OO,2013-08-21 02:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
817,33353,2013-08/21 02:55:00+O0,2013-08-21 04:55:0O+OO,210.0,10.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
818,33354,2013-08-21 04:55:00+O0,2013/O8-21 08:55:00+0O,,,CONVECTIVE,,OUTLOOK,,
819,33355,2013-08-20 21:45:00+00,2013/08-21 O3:44:59+00,,,TURB,,AIRMET,0.0,0.0
820,33356,2O13-08-21 03:45:O0+00,2013/08-21 10:00:0O+OO,,,TURB,MOD,AIRMET,0.0,0.0
821,33357,2013-08/2O 21:45:OO+0O,2013/08-21 03:44:59+OO,,,ICE,MOD,AIRMET,0.0,O
822,33359,2O13-O8-2O 21:45:O0+00,2013/08-21 03:44:59+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
823,33360,2013/08-21 00:23:OO+00,2O13-08-21 03:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
824,33361,2O13-O8/21 03:45:00+00,2O13-08-21 10:0O:00+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
825,33362,2013/O8-21 03:45:00+O0,2O13/O8-21 10:00:0O+OO,,,IFR,,AIRMET,O,O
826,33363,2013-08/21 O5:55:00+00,2O13-08-21 09:55:00+0O,,,CONVECTIVE,,OUTLOOK,,
827,33364,2013-08-21 O3:55:0O+O0,2O13/08/21 05:55:00+0O,120.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
828,33365,2013-08/21 06:55:O0+O0,2013-08/21 10:55:OO+00,,,CONVECTIVE,,OUTLOOK,,
829,33366,2O13/O8-21 O4:55:00+O0,2O13-08-21 O6:55:OO+00,120.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
830,33367,2O13-08-21 07:55:00+OO,2013-O8-21 11:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
831,33368,2013/08-21 05:55:OO+O0,2013-08-21 07:55:O0+00,120.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
832,33369,2013-08-21 O8:55:O0+0O,2013-O8-21 12:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
833,33370,2013/O8-21 06:55:00+00,2013-O8/21 O8:55:00+O0,120.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
834,33371,2013-08-21 O7:01:00+00,2O13-08/21 08:55:00+0O,250.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
835,33399,2O13-O8/21 15:45:00+00,2O13-08/21 22:00:0O+OO,,,ICE,MOD,AIRMET,0.0,0.0
836,33372,2013-08-21 07:55:O0+0O,2013/08/21 O9:55:O0+00,250.0,10.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
837,33373,2013-08/21 09:55:OO+00,2013/O8-21 13:55:00+0O,,,CONVECTIVE,,OUTLOOK,,
838,33400,2013/08-21 15:45:00+00,2013-O8-21 22:00:00+00,,,MTN OBSCN,,AIRMET,O,0.0
839,33374,2013-O8-21 10:55:0O+0O,2013-O8-21 14:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
840,33375,2013-O8-21 08:55:O0+00,2013-08/21 10:55:00+0O,120.0,15.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
841,33376,2013-08-21 O3:45:00+00,2013/08-21 09:44:59+00,,,TURB,MOD,AIRMET,O,0.0
842,33377,2O13-08/21 09:45:0O+00,2013-08/21 15:45:0O+00,,,TURB,,AIRMET,0.0,O
843,33378,2013/O8/21 03:45:0O+00,2013-08-21 09:44:59+00,,,MTN OBSCN,,AIRMET,0.0,0.0
844,33379,2013-08-21 03:45:00+00,2013/08/21 09:44:59+0O,,,IFR,,AIRMET,0.0,0.0
845,33380,2013-08/21 O9:45:00+O0,2013-08/21 16:0O:O0+O0,,,IFR,,AIRMET,0.0,0.0
846,33381,2O13/08-21 09:45:OO+O0,2O13-O8/21 16:00:O0+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
847,33382,2013/O8-21 09:45:00+O0,2013-08/21 15:45:0O+00,,,MTN OBSCN,,AIRMET,0.0,0.0
848,33383,2013-O8-21 11:55:0O+00,2013-O8-21 15:55:00+00,,,CONVECTIVE,,OUTLOOK,,
849,33384,2013/08-21 09:55:0O+00,2013-08-21 11:55:O0+O0,30.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
850,33385,2013-08-21 10:55:0O+O0,2013-08/21 12:55:0O+00,280.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
851,33386,2013/O8-21 12:55:00+O0,2O13-O8-21 16:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
852,33387,2013/O8-21 13:55:0O+00,2013-08/21 17:55:00+00,,,CONVECTIVE,,OUTLOOK,,
853,33401,2013/08-21 15:45:00+0O,2013-O8/21 22:O0:0O+O0,,,IFR,,AIRMET,0.0,0.0
854,33388,2013/08-21 11:55:O0+O0,2013/08-21 13:55:O0+O0,280.0,30.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
855,33389,2013-08/21 14:55:00+O0,2013/O8-21 18:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
